06007|13|07|12|1923|6|46|C|0|N|5|28079058
06008|13|07|12|390|3|15|C|0|N|5|28079005
06009|13|07|12|305|2|11|C|0|N|5|28079024
06010|13|07|12|339|1|8|C|0|N|5|28079058
06011|13|07|12|153|3|12|C|0|N|5|28079058
06012|13|07|12|77|1|3|C|0|N|5|28079011
06013|13|07|12|1011|10|30|C|0|N|5|28079099
06014|13|07|12|669|3|17|C|0|N|5|28079005
06015|13|07|12|1144|6|29|C|0|N|5|28079058
06016|13|07|12|924|4|24|C|0|N|5|28079058
06017|13|07|12|576|39|51|C|0|N|5|28079011
06018|13|07|12|170|4|15|C|0|N|5|28079011
06004|13|07|12|144|1|4|C|0|N|5|28079099
06005|13|07|12|254|3|12|C|0|N|5|28079058
06006|13|07|12|600|4|17|C|0|N|5|28079058
06019|13|07|12|152|7|11|C|0|N|5|28079099
06020|13|07|12|461|3|11|C|0|N|5|28079005
06021|13|07|12|627|5|19|C|0|N|5|28079058
06022|13|07|12|102|1|4|C|0|N|5|28079011
06023|13|07|12|289|3|12|C|0|N|5|28079011
98004|13|07|12|168|40|46|G|0|N|5|28079058
98005|13|07|12|24|5|6|G|0|N|5|28079099
98006|13|07|12|12|6|6|G|0|N|5|28079099
98009|13|07|12|0|0|0|G|0|N|5|28079024
14RL11PM01|13|07|12|260|3|0|Z|58|N|6|28079011
14RL30PM01|13|07|12|40|0|0|Z|29|N|6|28079027
14RM32PM01|13|07|12|200|2|0|Z|58|N|6|28079023
14RN01PM01|13|07|12|560|7|0|Z|46|N|6|28079011
02025|13|07|12|0|0|0|C|0|N|5|28079099
04024|13|07|12|0|0|0|C|0|N|4|28079023
13034|13|07|12|9|1|2|C|0|N|5|28079023
16051|13|07|12|11|0|1|C|0|N|4|28079058
06024|13|07|12|1024|4|27|C|0|N|5|28079011
06025|13|07|12|1084|4|28|C|0|N|5|28079058
06026|13|07|12|127|4|12|C|0|N|5|28079099
06027|13|07|12|1033|5|27|C|0|N|5|28079099
06028|13|07|12|805|4|21|C|0|N|5|28079011
06029|13|07|12|949|6|35|C|0|N|5|28079011
06030|13|07|12|737|11|26|C|0|N|5|28079011
PM30902|13|07|12|624|7|30|M|50|N|5|28079011
PM31263|13|07|12|1008|3|23|M|92|N|5|28079024
PM31264|13|07|12|300|2|14|M|76|N|5|28079058
PM31301|13|07|12|852|5|16|M|59|N|5|None
PM31451|13|07|12|1884|4|22|M|74|N|5|28079024
PM31452|13|07|12|2856|5|33|M|86|N|5|28079011
PM31453|13|07|12|1668|6|38|M|-1|N|5|28079011
PM31801|13|07|12|1896|5|24|M|66|N|5|28079099
PM32051|13|07|12|816|5|20|M|75|N|5|28079099
PM32351|13|07|12|1692|3|17|M|92|N|5|28079011
PM32352|13|07|12|264|2|12|M|67|N|5|28079024
PM33031|13|07|12|1980|13|47|M|89|N|5|28079058
PM33032|13|07|12|264|6|15|M|67|N|5|28079058
PM33151|13|07|12|1452|9|35|M|63|N|5|28079099
PM33152|13|07|12|732|3|17|M|71|N|5|28079099
PM33201|13|07|12|2076|4|31|M|105|N|5|28079099
PM33202|13|07|12|324|2|15|M|61|N|5|28079058
PM40442|13|07|12|648|3|15|M|86|N|5|None
PM40461|13|07|12|3924|7|44|M|92|N|5|28079058
PM40751|13|07|12|1188|4|50|M|90|N|5|28079099
PM40752|13|07|12|480|4|13|M|77|N|5|28079099
PM40753|13|07|12|84|1|4|M|56|N|5|28079011
PM40754|13|07|12|1740|6|47|M|71|N|5|28079058
PM40755|13|07|12|1248|10|55|M|72|N|5|None
PM40901|13|07|12|1740|4|26|M|86|N|5|28079058
PM40902|13|07|12|144|1|7|M|56|N|5|28079011
PM41261|13|07|12|1932|7|43|M|80|N|5|28079011
PM41262|13|07|12|684|3|15|M|78|N|5|28079023
PM41301|13|07|12|2100|7|32|M|69|N|5|28079023
PM41302|13|07|12|480|9|17|M|51|N|5|28079058
PM41351|13|07|12|2328|9|30|M|46|N|5|28079058
PM41451|13|07|12|4536|13|66|M|65|N|5|28079058
50003|13|07|12|315|3|16|D|0|N|5|28079058
50004|13|07|12|405|16|30|D|0|N|5|28079099
50005|13|07|12|162|2|8|D|0|N|5|28079099
50006|13|07|12|171|4|15|D|0|N|5|28079058
50007|13|07|12|153|3|13|D|0|N|5|28079058
50009|13|07|12|270|6|21|D|0|N|5|28079058
50011|13|07|12|36|1|2|D|0|N|5|28079099
50012|13|07|12|117|3|10|D|0|N|5|28079011
50013|13|07|12|99|2|7|D|0|N|5|28079011
50015|13|07|12|171|3|14|D|0|N|5|28079099
50017|13|07|12|810|6|30|D|0|N|5|28079023
50018|13|07|12|1008|6|35|D|0|N|5|None
50019|13|07|12|263|34|40|D|0|N|5|28079058
50020|13|07|12|357|3|14|D|0|N|5|None
50021|13|07|12|108|3|8|D|0|N|5|28079011
50022|13|07|12|63|2|4|D|0|N|5|28079058
49028|13|07|12|155|4|9|D|0|N|5|28079011
49029|13|07|12|157|2|7|D|0|N|5|28079099
49030|13|07|12|310|5|24|D|0|N|5|28079099
49031|13|07|12|9|1|1|D|0|N|5|28079058
49032|13|07|12|114|4|11|D|0|N|5|28079058
49033|13|07|12|87|2|8|D|0|N|5|28079011
49034|13|07|12|205|2|8|D|0|N|5|28079024
49035|13|07|12|190|4|16|D|0|N|5|28079099
49500|13|07|12|347|3|10|D|0|N|5|28079099
50001|13|07|12|324|4|15|D|0|N|5|28079058
50002|13|07|12|144|3|11|D|0|N|5|28079024
81013|13|07|12|31|0|2|D|0|N|4|28079058
81014|13|07|12|102|1|6|D|0|N|5|28079024
81015|13|07|12|94|1|3|D|0|N|5|28079011
81016|13|07|12|526|4|19|D|0|N|5|28079058
81018|13|07|12|772|4|19|D|0|N|5|28079099
81019|13|07|12|254|4|19|D|0|N|5|None
82001|13|07|12|254|5|18|D|0|N|5|28079023
82002|13|07|12|159|36|33|D|0|N|5|28079058
82003|13|07|12|410|12|35|D|0|N|5|28079023
82004|13|07|12|101|22|26|D|0|N|5|28079011
82005|13|07|12|13|2|2|D|0|N|5|28079058
82006|13|07|12|126|4|12|D|0|N|5|28079099
82007|13|07|12|215|5|18|D|0|N|5|28079011
82008|13|07|12|38|1|4|D|0|N|5|28079058
82009|13|07|12|26|29|30|D|0|N|5|28079011
82010|13|07|12|26|0|3|D|0|N|5|28079099
81001|13|07|12|313|10|21|D|0|N|5|28079011
81005|13|07|12|54|1|4|D|0|N|5|28079015
